domain,agency,status,redirect,xml,items,pdfs
sdr.gov,"Department of Commerce",200,"https://www.sdr.gov/sitemap.xml",true,9,0
pscr.gov,"Department of Commerce",200,"https://www.nist.gov/ctl/pscr",false,0,0
papahanaumokuakea.gov,"Department of Commerce",200,"https://www.papahanaumokuakea.gov/sitemap.xml",true,774,0
ofcm.gov,"Department of Commerce",500,"undefined",false,0,0
nwirp.gov,"Department of Commerce",500,"undefined",false,0,0
privacyshield.gov,"Department of Commerce",500,"undefined",false,0,0
ntia.gov,"Department of Commerce",200,"https://www.ntia.gov/sitemap.xml",true,3979,0
ntis.gov,"Department of Commerce",200,"https://www.ntis.gov/sitemap.xml",true,1,0
noaa.gov,"Department of Commerce",200,"https://www.noaa.gov/sitemap.xml",true,0,0
semiconductors.gov,"Department of Commerce",500,"http://www.semiconductors.gov/sitemap.xml",false,0,0
nist.gov,"Department of Commerce",200,"https://www.nist.gov/sitemap.xml",true,0,0
my2020census.gov,"Department of Commerce",400,"undefined",false,0,0
mbda.gov,"Department of Commerce",200,"https://www.mbda.gov/sitemap.xml",true,848,0
marinecadastre.gov,"Department of Commerce",200,"https://hub.marinecadastre.gov/",false,0,0
nehrp.gov,"Department of Commerce",500,"undefined",false,0,0
luca-appeals.gov,"Department of Commerce",500,"undefined",false,0,0
internetforall.gov,"Department of Commerce",404,"https://www.internetforall.gov/sitemap.xml",false,0,0
internet4all.gov,"Department of Commerce",404,"https://www.internetforall.gov/sitemap.xml",false,0,0
mgi.gov,"Department of Commerce",500,"undefined",false,0,0
icts.gov,"Department of Commerce",500,"undefined",false,0,0
icams-portal.gov,"Department of Commerce",403,"https://www.icams-portal.gov/sitemap.xml",false,0,0
manufacturing.gov,"Department of Commerce",404,"https://www.manufacturing.gov/sitemap.xml",false,0,0
heat.gov,"Department of Commerce",200,"https://www.heat.gov/sitemap.xml",true,232,0
hurricanes.gov,"Department of Commerce",200,"https://www.nhc.noaa.gov/sitemap.xml",true,230,0
gps.gov,"Department of Commerce",200,"https://www.gps.gov/sitemap.xml",true,633,149
iedison.gov,"Department of Commerce",404,"https://www.nist.gov/iedison/sitemap.xml",false,0,0
goes-r.gov,"Department of Commerce",200,"https://www.goes-r.gov/sitemap.xml",true,306,0
firstnet.gov,"Department of Commerce",404,"https://firstnet.gov/sitemap.xml",false,0,0
export.gov,"Department of Commerce",500,"undefined",false,0,0
fishwatch.gov,"Department of Commerce",200,"https://www.fisheries.noaa.gov/topic/sustainable-seafood",false,0,2
eda.gov,"Department of Commerce",200,"https://www.eda.gov/sitemap.xml",true,2760,0
drought.gov,"Department of Commerce",200,"https://www.drought.gov/sitemap.xml",true,0,0
doc.gov,"Department of Commerce",200,"https://www.commerce.gov/sitemap.xml",true,15076,1
dataprivacyframework.gov,"Department of Commerce",200,"https://www.dataprivacyframework.gov/sitemap.xml",false,0,0
cwc.gov,"Department of Commerce",404,"https://www.cwc.gov/sitemap.xml",false,0,0
commerce.gov,"Department of Commerce",200,"https://www.commerce.gov/sitemap.xml",true,15076,1
edison.gov,"Department of Commerce",500,"undefined",false,0,0
dnsops.gov,"Department of Commerce",500,"undefined",false,0,0
census.gov,"Department of Commerce",200,"https://www.census.gov/sitemap.xml",true,5408,0
climate.gov,"Department of Commerce",200,"https://www.climate.gov/sitemap.xml",true,0,0
bldrdoc.gov,"Department of Commerce",500,"undefined",false,0,0
buyusa.gov,"Department of Commerce",404,"http://www.buyusa.gov/sitemap.xml",false,0,0
bea.gov,"Department of Commerce",200,"https://www.bea.gov/sitemap.xml",true,0,0
bis.gov,"Department of Commerce",404,"https://www.bis.gov/sitemap.xml",false,0,0
aviationweather.gov,"Department of Commerce",404,"https://aviationweather.gov/sitemap.xml",false,0,0
2020census.gov,"Department of Commerce",500,"undefined",false,0,0
ap.gov,"Department of Commerce",200,"https://www.bis.doc.gov/index.php/other-areas/additional-protocol-ap",false,0,0
denali.gov,"Denali Commission",200,"https://www.denali.gov/wp-sitemap.xml",true,0,0
dnfsb.gov,"Defense Nuclear Facilities Safety Board",200,"http://www.dnfsb.gov/sitemap.xml",true,0,0
dra.gov,"Delta Regional Authority",200,"https://dra.gov/sitemap_index.xml",true,0,0
psa.gov,"Court Services and Offender Supervision",404,"https://psa.gov/sitemap.xml",false,0,0
pretrialservices.gov,"Court Services and Offender Supervision",404,"https://pretrialservices.gov/sitemap.xml",false,0,0
pandemicoversight.gov,"Council of Inspectors General on Integrity and Efficiency",200,"https://pandemicoversight.gov/sitemap.xml",true,925,0
chips.gov,"Department of Commerce",500,"undefined",false,0,0
oversight.gov,"Council of Inspectors General on Integrity and Efficiency",200,"https://www.oversight.gov/sitemap.xml",true,0,0
ignet.gov,"Council of Inspectors General on Integrity and Efficiency",200,"https://www.ignet.gov/sitemap.xml",true,0,0
cigie.gov,"Council of Inspectors General on Integrity and Efficiency",500,"undefined",false,0,0
csosa.gov,"Court Services and Offender Supervision",200,"https://www.csosa.gov/wp-sitemap.xml",true,0,0
vistacampus.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
volunteeringinamerica.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
serve.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
presidentialserviceawards.gov,"Corporation for National & Community Service",404,"https://presidentialserviceawards.gov/sitemap.xml",false,0,0
nationalservice.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
mlkday.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
cns.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
mentor.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
joinamericorps.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
cncs.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
ccc.gov,"Corporation for National & Community Service",500,"undefined",false,0,0
cncsoig.gov,"Corporation for National & Community Service",404,"undefined",false,0,0
americanclimatecorps.gov,"Corporation for National & Community Service",200,"https://www.acc.gov/sitemap.xml",true,159,0
americorps.gov,"Corporation for National & Community Service",200,"https://americorps.gov/sitemap.xml",true,3835,0
americorpsoig.gov,"Corporation for National & Community Service",200,"https://www.americorpsoig.gov/sitemap.xml",true,554,0
acc.gov,"Corporation for National & Community Service",200,"https://www.acc.gov/sitemap.xml",true,159,0
seguridadconsumidor.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/es",false,0,0
saferproducts.gov,"Consumer Product Safety Commission",404,"https://www.saferproducts.gov/sitemap.xml",false,0,0
saferproduct.gov,"Consumer Product Safety Commission",404,"https://www.saferproducts.gov/sitemap.xml",false,0,0
recalls.gov,"Consumer Product Safety Commission",404,"https://www.recalls.gov/sitemap.xml",false,0,0
poolsafety.gov,"Consumer Product Safety Commission",200,"https://www.poolsafely.gov/",false,0,0
drywallresponse.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall-Information-Center",false,0,2
poolsafely.gov,"Consumer Product Safety Commission",200,"https://www.poolsafely.gov/sitemap.xml",true,266,0
cpsc.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/sitemap.xml",true,19998,0
atvsafety.gov,"Consumer Product Safety Commission",200,"https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/ATV-Safety-Information-Center",false,0,4
mimm.gov,"Consumer Financial Protection Bureau",200,"https://www.mimm.gov/sitemap.xml",false,0,0
anchorit.gov,"Consumer Product Safety Commission",200,"https://www.anchorit.gov/sitemap.xml",true,0,0
consumerprotectionbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerprotection.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerfinancialprotectionbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerfinancialbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerfinancial.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerfinance.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
consumerbureau.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
cfpa.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
cfpb.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
smartcheck.gov,"Commodity Futures Trading Commission",403,"undefined",false,0,0
devcftc.gov,"Commodity Futures Trading Commission",500,"undefined",false,0,0
cftc.gov,"Commodity Futures Trading Commission",403,"undefined",false,0,0
whistleblower.gov,"Commodity Futures Trading Commission",404,"https://www.whistleblower.gov/sitemap.xml",false,0,0
coldcaserecords.gov,"Civil Rights Cold Case Records Review Board",200,"https://www.coldcaserecords.gov/sitemap.xml",true,23,0
bcfp.gov,"Consumer Financial Protection Bureau",200,"https://www.consumerfinance.gov/sitemap.xml",true,8748,0
ucia.gov,"Central Intelligence Agency",500,"undefined",false,0,0
safetyvideos.gov,"Chemical Safety Board",200,"https://www.csb.gov/videos/",false,0,0
csb.gov,"Chemical Safety Board",200,"https://www.csb.gov/sitemap.xml",true,1246,0
osde.gov,"Central Intelligence Agency",500,"undefined",false,0,0
istac.gov,"Central Intelligence Agency",500,"undefined",false,0,0
ic.gov,"Central Intelligence Agency",500,"undefined",false,0,0
cia.gov,"Central Intelligence Agency",404,"https://www.cia.gov/sitemap.xml",false,0,0
odci.gov,"Central Intelligence Agency",500,"undefined",false,0,0
opensource.gov,"Central Intelligence Agency",500,"undefined",false,0,0
afrh.gov,"Armed Forces Retirement Home",500,"undefined",false,0,0
asc.gov,"Appraisal Subcommittee",404,"https://asc.gov/sitemap.xml",false,0,0
arc.gov,"Appalachian Regional Commission",200,"https://arc.gov/sitemap_index.xml",true,0,0
goldwaterscholarship.gov,"Barry Goldwater Scholarship and Excellence in Education Foundation",500,"undefined",false,0,0
abmc.gov,"American Battle Monuments Commission",200,"https://www.abmc.gov/sitemap.xml",true,1802,0
acus.gov,"Administrative Conference of the United States",404,"https://www.acus.gov/sitemap.xml",false,0,0
amtrakoig.gov,"AMTRAK",404,"https://amtrakoig.gov/sitemap.xml",false,0,0
wyo.gov,"State of Wyoming",404,"https://www.wyo.gov/sitemap.xml",false,0,0
wisconsin.gov,"State of Wisconsin",200,"https://www.wisconsin.gov/sitemap.xml",true,0,0
preserveamerica.gov,"Advisory Council on Historic Preservation",404,"undefined",false,0,0
wa.gov,"State of Washington",200,"https://wa.gov/sitemap.xml",true,19,0
achp.gov,"Advisory Council on Historic Preservation",404,"https://www.achp.gov/sitemap.xml",false,0,0
wv.gov,"State of West Virginia",404,"https://www.wv.gov/sitemap.xml",false,0,0
utah.gov,"State of Utah",200,"https://www.utah.gov/sitemap.xml",true,182,0
virginia.gov,"State of Virginia",200,"https://www.virginia.gov/sitemap.xml",true,237,0
vermont.gov,"State of Vermont",200,"https://www.vermont.gov/sitemap.xml",true,1,0
texas.gov,"State of Texas",200,"https://www.texas.gov/sitemap.xml",true,303,0
tn.gov,"State of Tennessee",403,"https://www.tn.gov/sitemap.xml",false,0,0
sd.gov,"State of South Dakota",200,"https://www.sd.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Flogin.microsoftonline.com%2F70af547c-69ab-416d-b4a6-543b5ce52b99%2Fsaml2%3FSAMLRequest%3DhVJdj5swEPwryO98GxKsEClNVDXS9YouaR%252F6ZuwlZwls6jXQ%252FvsSkqjXh17fVt7ZndkZb5B3bdKz3eBe9Qv8GACd97NrNbJbpySD1cxwVMg07wCZE%252By0%252B%252FzEkiBivTXOCNMSb4cI1imj90bj0IE9gR2VgK8vTyV5da5HFobTNAUog4sZQ83Hnl8gkIZ4h5lUaX6d%252FoNtzUXpoFPCGjSNM7pVGgJhunAV8SajK%252BHnBa99GufSrynP%252FYymdSYgS%252BqiCBf1xPtorIDluJI4OwDxjoeSnJ736zVQKgsZraI4XUVNw%252FOcZnkCPJLrAuQMxIojqhFK0vAWr6OIAxw1Oq5dSZIooX6c%252BDE9RymjBUvSIKXRd%252BJVd1c%252BKC2VvrxvYX0DIft0Pld%252B9eV0XhaMSoJ9ntH%252Fde8bWFycm7eR7WY5nC1S7dsk31fBH%252FGR7YMOpcAuwFuM2kz3Cq8ZbMK3NHfSnl31Hg%252BVaZX45e3a1kx7C9zBw%252Fs5jY67fyuJg3h5UdJvFigbNPYgVKPmRMLtnfbv77r9DQ%253D%253D%26RelayState%3Dhttps%253A%252F%252Fwww.sd.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0
sc.gov,"State of South Carolina",200,"https://sc.gov/sitemap.xml",true,107,0
ri.gov,"State of Rhode Island",404,"https://www.ri.gov/sitemap.xml",false,0,0
pa.gov,"State of Pennsylvania",200,"https://www.pa.gov/en.sitemap.xml",true,23442,0
oregon.gov,"State of Oregon",404,"https://www.oregon.gov/sitemap.xml",false,0,0
ohio.gov,"State of Ohio",404,"undefined",false,0,0
oklahoma.gov,"State of Oklahoma",200,"https://oklahoma.gov/sitemap.xml",true,35275,0
ny.gov,"State of New York",200,"https://www.ny.gov/sitemap.xml",true,0,0
nc.gov,"State of North Carolina",200,"https://www.nc.gov/sitemap.xml",true,83,0
nd.gov,"State of North Dakota",200,"https://nd.gov/sitemap.xml",true,1349,0
nj.gov,"State of New Jersey",404,"https://nj.gov/sitemap.xml",false,0,0
nh.gov,"State of New Hampshire",404,"https://www.nh.gov/sitemap.xml",false,0,0
nm.gov,"State of New Mexico",200,"https://www.nm.gov/sitemap_index.xml",true,0,0
nv.gov,"State of Nevada",200,"https://nv.gov/Sitemap.xml",false,12,0
nebraska.gov,"State of Nebraska",200,"https://www.nebraska.gov/sitemap.xml",true,56,0
mt.gov,"State of Montana",200,"https://mt.gov/sitemap.xml",true,45,0
mo.gov,"State of Missouri",200,"https://www.mo.gov/sitemap.xml",true,0,0
mn.gov,"State of Minnesota",500,"undefined",false,0,0
michigan.gov,"State of Michigan",500,"https://__cdurl__/sitemap.xml",false,0,0
mississippi.gov,"State of Mississippi",200,"https://www.mississippi.gov/",false,0,0
mass.gov,"State of Massachusetts",200,"https://www.mass.gov/sitemap.xml",true,0,0
maryland.gov,"State of Maryland",404,"https://www.maryland.gov/sitemap.xml",false,0,0
maine.gov,"State of Maine",404,"https://www.maine.gov/sitemap.xml",false,0,0
louisiana.gov,"State of Louisiana",404,"https://www.louisiana.gov/sitemap.xml",false,0,0
iowa.gov,"State of Iowa",200,"https://www.iowa.gov/sitemap.xml",true,147,0
kentucky.gov,"State of Kentucky",404,"https://www.kentucky.gov/sitemap.xml",false,0,0
in.gov,"State of Indiana",404,"https://www.in.gov/sitemap.xml",false,0,0
illinois.gov,"State of Illinois",404,"https://www.illinois.gov/sitemap.xml",false,0,0
kansas.gov,"State of Kansas",200,"https://portal.kansas.gov/sitemap_index.xml",true,0,0
idaho.gov,"State of Idaho",200,"https://idaho.gov/sitemap.xml",true,115,0
hawaii.gov,"State of Hawaii",200,"https://portal.ehawaii.gov/sitemap.xml",true,133,1
